noun,Eventive_1,Eventive_2,Pluralia Tantum_1,Pluralia Tantum_2,Animate/Inanimate_1,Animate/Inanimate_2,Animate/Inanimate_3,Collective_1,Collective_2,Common_1,Common_2,Count_1,Count_2,Mass_1,Mass_2,total_score
stud,0.69,0.95,0.92,0.96,0.83,0.88,0.96,0.96,0.74,0.97,0.72,0.93,0.78,-0.54,-0.72,0.65
student,0.84,-0.74,0.90,0.95,0.85,0.96,0.96,0.65,0.52,0.95,0.51,0.78,0.52,0.61,-0.59,0.55
studio,-0.50,-0.81,0.85,0.95,-0.93,-0.78,0.82,0.95,-0.63,0.97,0.68,0.91,0.79,-0.64,-0.73,0.16
study,0.94,0.98,0.65,0.94,-0.91,-0.85,0.56,0.83,-0.78,0.98,0.76,0.92,0.96,0.87,-0.86,0.46
stuff,0.91,0.97,-0.86,0.52,0.74,-0.97,-0.95,0.52,-0.81,0.96,-0.53,0.75,0.92,0.98,-0.91,0.19
stumbling,0.77,0.98,-0.93,0.54,-0.59,-0.96,-0.93,-0.69,-0.88,-0.53,0.54,-0.52,0.55,0.61,-0.77,-0.14
stump,-0.59,-0.50,0.64,0.94,0.77,-0.89,-0.91,-0.69,-0.95,0.93,0.86,0.93,0.96,0.94,-0.87,0.14
stupidity,0.79,0.98,-0.60,0.79,0.77,-0.97,-0.96,0.52,-0.72,0.91,0.80,0.94,0.92,0.92,-0.88,0.33
sturgeon,0.76,0.82,0.86,0.96,0.78,0.62,-0.55,0.83,0.88,0.85,0.72,0.94,0.65,0.87,0.79,0.75
sty,0.78,0.97,0.58,0.95,-0.93,-0.93,-0.90,0.91,-0.78,0.97,0.73,0.92,0.93,0.64,-0.77,0.36
style,0.93,0.98,-0.52,0.93,0.69,-0.95,-0.97,0.64,-0.79,0.98,0.95,0.95,0.97,0.93,-0.86,0.38
styling,0.97,0.98,-0.85,0.70,-0.84,-0.96,-0.97,-0.50,-0.88,0.98,0.79,0.88,0.94,0.96,-0.85,0.16
stylus,0.67,-0.64,0.90,0.95,0.66,0.87,0.83,0.67,-0.85,0.97,0.88,0.95,0.92,-0.58,0.76,0.51
sub,0.82,0.67,0.81,0.96,0.75,0.94,0.87,0.96,-0.67,0.97,0.87,0.89,0.92,0.51,-0.71,0.62
subcomponent,0.91,0.96,0.94,0.97,0.67,0.81,0.75,0.97,0.88,0.98,0.71,0.96,0.97,0.75,0.50,0.86
subconscious,-0.53,-0.82,-0.61,0.66,-0.69,0.65,0.65,0.75,-0.64,0.89,-0.54,0.80,0.67,-0.65,-0.86,-0.03
subcontractor,0.69,-0.80,0.89,0.92,0.95,0.98,0.97,0.94,-0.66,0.96,0.63,0.90,0.86,-0.59,-0.58,0.44
subexpression,0.92,0.98,0.86,0.97,0.85,-0.76,-0.91,0.92,-0.72,0.98,0.89,0.93,0.97,0.86,-0.71,0.52
subgroup,0.52,0.85,0.80,0.94,0.57,0.96,0.96,0.96,0.94,0.97,0.64,0.94,0.97,0.63,-0.60,0.73
subject,0.57,-0.68,-0.61,0.91,0.73,0.92,-0.76,0.72,-0.95,0.96,0.69,0.89,0.95,0.85,-0.82,0.29
submarine,0.63,-0.66,0.94,0.96,-0.61,-0.54,-0.55,0.88,-0.77,0.98,0.90,0.91,0.94,-0.52,-0.68,0.24
submitter,0.74,-0.84,0.79,0.95,0.96,0.97,0.96,0.93,-0.92,0.96,0.66,0.93,0.64,-0.70,-0.74,0.38
subprime,-0.53,0.97,0.81,0.92,-0.79,-0.94,-0.79,0.84,-0.85,0.96,0.77,0.96,0.97,0.65,-0.75,0.29
subroutine,0.93,0.98,0.88,0.97,-0.81,-0.95,-0.96,0.93,-0.72,0.98,0.80,0.94,0.97,0.81,-0.75,0.42
subscription,0.85,0.97,0.86,0.96,-0.62,-0.96,-0.96,0.70,-0.91,0.98,0.89,0.89,0.86,-0.59,-0.90,0.28
subsection,0.64,0.97,0.92,0.95,-0.58,-0.90,0.92,0.96,0.92,0.98,0.59,0.94,0.97,0.86,-0.86,0.60
subset,-0.55,0.96,0.73,0.93,-0.51,0.52,0.85,0.96,0.64,0.96,0.77,0.92,0.96,0.87,-0.79,0.57
subsidence,0.72,0.98,0.74,0.93,-0.86,-0.95,-0.91,0.90,-0.64,0.88,0.78,0.75,0.62,-0.63,-0.76,0.25
subsidiary,-0.58,-0.77,0.77,0.89,-0.79,-0.68,0.58,0.94,-0.80,0.92,0.54,0.93,0.95,-0.61,-0.81,0.13
subsidy,0.86,0.98,0.86,0.96,0.57,-0.96,-0.96,-0.66,-0.89,0.98,0.86,0.93,0.89,0.87,-0.88,0.35
substance,-0.51,0.63,0.78,0.93,0.77,-0.97,-0.97,-0.65,-0.90,0.98,0.91,0.86,0.97,0.97,-0.89,0.24
substitution,0.94,0.98,0.90,0.97,-0.83,-0.96,-0.95,0.57,-0.81,0.98,0.87,0.94,0.95,-0.55,-0.81,0.29
subtitle,0.69,0.60,0.76,0.96,-0.74,-0.97,-0.94,-0.69,-0.95,0.98,0.94,0.97,0.65,0.87,-0.83,0.23
suburb,-0.78,-0.80,0.80,0.91,-0.94,-0.89,-0.65,-0.56,-0.67,0.91,0.84,0.96,0.93,-0.63,-0.86,-0.04
subway,0.71,-0.58,0.66,0.91,-0.78,-0.92,-0.92,-0.58,-0.65,0.98,0.87,0.96,0.94,-0.70,-0.91,0.06
success,0.89,0.98,0.83,0.92,-0.91,-0.96,-0.96,-0.68,-0.89,0.94,0.68,0.92,0.89,0.77,-0.90,0.25
succotash,0.94,0.97,0.94,0.97,-0.68,-0.54,-0.93,-0.61,-0.61,0.96,0.84,0.91,0.93,0.95,-0.72,0.36
suck,-0.84,0.77,-0.76,0.86,-0.73,-0.96,-0.94,-0.53,-0.83,-0.68,-0.60,0.54,-0.72,-0.72,-0.75,-0.43
sucker,0.63,0.56,0.90,0.95,0.96,0.96,0.61,0.57,-0.90,0.97,0.77,0.97,0.66,-0.53,-0.81,0.46
suede,-0.76,-0.69,0.61,0.88,-0.75,0.94,0.93,0.89,0.84,0.91,-0.51,0.83,0.71,-0.70,-0.73,0.22
suet,0.63,0.86,0.69,0.97,-0.75,0.95,-0.95,0.96,0.59,0.97,0.77,0.97,0.94,0.81,-0.69,0.57
suffocation,0.89,0.98,0.65,0.94,-0.88,-0.96,-0.92,0.67,-0.84,0.97,0.78,0.90,0.92,0.58,-0.93,0.33
sugar,0.92,0.96,-0.67,0.77,0.69,-0.96,-0.96,-0.74,-0.74,0.98,0.77,0.97,0.97,0.98,-0.94,0.24
suggestion,0.91,0.97,0.62,0.96,-0.76,-0.97,-0.96,0.51,-0.95,0.98,0.85,0.87,0.94,0.89,-0.55,0.37
suicide,0.77,0.98,0.89,0.96,-0.94,-0.96,-0.90,0.51,-0.89,0.91,0.83,0.92,0.95,-0.78,-0.88,0.23
suit,0.75,-0.78,0.82,0.96,-0.81,-0.95,-0.96,-0.51,-0.93,0.98,0.92,0.88,0.78,-0.69,-0.87,0.03
suitcase,-0.52,-0.90,0.91,0.96,0.65,-0.93,-0.96,-0.67,-0.95,0.97,0.94,0.84,0.78,0.81,-0.86,0.11
suite,0.54,0.73,0.80,0.96,-0.96,-0.95,-0.59,0.95,0.80,0.98,0.89,0.88,0.94,-0.58,-0.83,0.38
sulfur,0.76,0.92,-0.75,0.78,0.68,-0.97,-0.95,-0.78,-0.73,0.97,0.75,0.95,0.96,0.97,-0.91,0.22
sultan,0.51,-0.87,0.89,0.95,0.84,0.97,0.95,0.69,-0.93,0.75,0.53,0.95,0.86,-0.94,-0.57,0.33
sum,-0.79,0.60,-0.58,0.93,-0.94,-0.97,-0.95,-0.61,-0.95,0.86,0.85,0.92,0.97,-0.65,-0.81,-0.08
summary,0.89,0.92,0.95,0.93,-0.94,-0.97,-0.94,0.71,-0.97,0.98,0.81,0.91,0.89,0.54,-0.79,0.35
summer,0.77,0.97,0.62,0.96,-0.72,-0.97,-0.92,-0.66,-0.80,0.96,0.76,0.88,0.92,0.75,-0.91,0.25
summit,0.82,0.98,0.84,0.95,-0.77,-0.95,-0.83,0.82,-0.82,0.97,0.76,0.93,0.95,-0.88,-0.87,0.27
sun,-0.63,-0.68,-0.53,0.75,0.78,-0.96,-0.96,-0.78,-0.95,0.93,0.59,0.89,0.87,0.73,-0.92,-0.03
sunbeam,0.70,0.80,0.90,0.95,0.66,-0.93,-0.83,0.72,-0.86,0.97,0.89,0.88,0.94,0.77,-0.73,0.44
sunbonnet,0.85,0.62,0.91,0.96,0.73,-0.91,-0.83,0.52,-0.92,0.97,0.87,0.90,0.90,0.54,-0.86,0.40
sundae,0.91,0.97,0.93,0.97,-0.72,-0.96,-0.97,-0.71,-0.85,0.97,0.91,0.90,0.87,0.73,-0.60,0.30
sunday,0.51,0.94,0.76,0.96,-0.89,-0.97,-0.95,-0.51,-0.94,0.59,0.79,0.84,0.86,-0.92,-0.91,0.08
sundial,0.91,0.87,0.77,0.94,-0.77,-0.93,-0.95,-0.53,-0.88,0.98,0.83,0.86,0.94,0.82,-0.87,0.28
sunflower,0.69,-0.72,0.92,0.96,0.91,0.78,0.88,0.83,-0.93,0.95,0.86,0.84,0.90,0.85,-0.82,0.50
sunglasses,0.86,-0.66,-0.56,-0.62,-0.96,-0.97,-0.97,-0.69,-0.57,-0.95,0.74,-0.60,-0.77,-0.95,0.69,-0.43
sunlamp,0.60,-0.61,0.92,0.97,-0.83,-0.96,-0.96,-0.64,-0.94,0.98,0.87,0.92,0.69,0.81,-0.91,0.13
sunlight,0.76,0.93,-0.87,-0.58,0.86,-0.97,-0.96,-0.89,-0.84,0.97,0.65,0.76,0.63,0.96,-0.90,0.06
sunrise,0.73,0.98,0.82,0.95,0.55,-0.97,-0.96,-0.84,-0.94,0.90,0.78,0.92,0.91,-0.73,-0.89,0.19
sunroom,-0.56,-0.77,0.82,0.86,-0.96,-0.97,-0.96,-0.56,-0.93,0.95,0.84,0.91,0.82,0.50,-0.88,0.01
sunset,0.77,0.98,0.85,0.94,0.52,-0.97,-0.96,-0.88,-0.93,0.93,0.83,0.91,0.93,-0.61,-0.90,0.20
sunshine,0.75,0.96,-0.78,-0.68,0.81,-0.97,-0.96,-0.89,-0.89,0.97,0.71,0.84,0.92,0.95,-0.90,0.09
superiority,0.53,0.95,0.60,0.58,-0.65,-0.97,-0.96,-0.63,-0.88,0.85,0.68,0.95,0.97,0.75,-0.78,0.20
supermarket,0.62,0.60,0.86,0.92,-0.84,-0.95,-0.96,-0.60,-0.83,0.95,0.87,0.88,0.81,-0.88,-0.67,0.12
supernatural,0.61,0.97,-0.63,0.66,-0.50,-0.82,0.91,0.62,0.96,0.91,0.66,0.91,0.95,-0.55,-0.86,0.35
supervision,0.94,0.98,-0.68,0.86,-0.93,-0.97,-0.95,0.83,-0.91,0.98,0.65,0.85,0.82,0.97,-0.83,0.25
supervisor,0.64,-0.88,0.72,0.92,0.85,0.97,0.96,0.67,-0.96,0.96,-0.52,0.82,0.68,-0.62,-0.85,0.24
supper,0.86,0.98,0.69,0.97,-0.88,-0.97,-0.96,0.71,-0.87,0.97,0.84,0.90,0.79,0.93,-0.92,0.35
supplement,0.88,0.90,0.91,0.96,0.64,-0.95,-0.96,0.57,-0.91,0.97,0.94,0.89,0.96,-0.63,-0.89,0.34
supplier,0.65,-0.82,0.77,0.93,0.89,0.97,0.95,0.92,-0.74,0.96,0.81,0.82,0.87,0.80,-0.72,0.51
supply,0.57,0.92,-0.76,0.94,-0.64,-0.95,-0.94,0.56,-0.84,0.98,0.81,0.80,0.64,0.95,-0.91,0.21
support,0.88,0.98,-0.86,0.58,-0.89,-0.96,-0.97,0.88,-0.85,0.98,0.75,0.94,0.96,0.92,-0.94,0.24
supporter,-0.51,-0.87,0.80,0.93,0.93,0.96,0.96,0.83,-0.94,0.94,0.62,0.76,-0.54,-0.73,-0.81,0.17
suppression,0.94,0.98,-0.53,0.84,-0.89,-0.97,-0.93,-0.74,-0.92,0.98,0.70,0.94,0.92,0.72,-0.84,0.15
supreme,-0.90,-0.77,-0.70,0.78,-0.83,-0.95,-0.77,0.68,-0.81,-0.67,-0.75,0.93,0.64,-0.94,-0.76,-0.36
surface,0.65,-0.72,-0.66,0.92,-0.93,-0.97,-0.96,0.54,-0.92,0.87,0.92,0.92,0.96,0.74,-0.86,0.11
surfboard,0.73,-0.88,0.93,0.96,-0.69,-0.93,-0.94,-0.51,-0.94,0.97,0.95,0.92,0.68,0.73,-0.93,0.14
surge,0.93,0.98,0.85,0.97,-0.74,-0.95,-0.96,0.80,-0.88,0.98,0.84,0.92,0.97,0.62,-0.60,0.40
surgeon,0.70,-0.81,0.93,0.92,0.94,0.97,0.96,0.70,-0.95,0.95,0.61,0.89,0.60,0.60,-0.78,0.45
surgery,0.91,0.98,0.78,0.96,-0.94,-0.97,-0.96,-0.65,-0.91,0.98,0.82,0.92,0.94,0.87,-0.83,0.28
surname,-0.67,0.68,0.73,0.94,-0.56,-0.97,-0.97,0.71,-0.89,0.96,0.91,0.93,0.95,0.78,-0.83,0.25
surplus,0.57,0.98,0.88,0.94,0.75,-0.93,-0.79,0.58,-0.86,0.98,0.88,0.95,0.97,0.95,-0.86,0.45
surprise,0.91,0.97,0.83,0.96,-0.81,-0.96,-0.95,-0.71,-0.90,0.97,0.88,0.94,0.88,0.68,-0.86,0.27
surround,-0.87,0.73,-0.80,0.58,-0.87,-0.95,-0.94,-0.57,-0.80,0.69,-0.67,0.86,-0.74,-0.92,-0.77,-0.37
surroundings,-0.69,-0.84,-0.85,-0.78,-0.97,-0.97,-0.97,-0.91,-0.79,-0.95,0.54,0.71,-0.62,-0.96,-0.74,-0.63
surrounds,-0.87,-0.90,-0.90,-0.55,-0.96,-0.96,-0.94,-0.70,-0.55,-0.95,-0.73,-0.77,-0.72,-0.96,-0.81,-0.81
survey,0.87,0.98,0.91,0.96,-0.89,-0.95,-0.96,0.84,-0.92,0.98,0.87,0.91,0.97,0.77,-0.85,0.39
survival,0.73,0.98,-0.77,0.85,-0.93,-0.97,-0.96,0.61,-0.93,0.58,0.69,0.94,0.93,0.62,-0.91,0.17
survivor,-0.58,-0.90,0.95,0.92,0.94,0.96,0.96,0.75,-0.72,0.93,0.58,0.85,0.74,0.57,-0.86,0.37
sushi,0.90,0.97,-0.73,0.88,-0.78,-0.96,-0.96,-0.72,-0.73,0.98,0.77,0.91,0.86,0.98,-0.89,0.17
suspect,-0.56,-0.85,0.83,0.87,0.93,0.97,0.96,-0.52,-0.91,0.94,-0.62,0.85,0.83,0.50,-0.95,0.17
suspenders,0.89,0.85,-0.74,0.55,-0.80,-0.96,-0.81,-0.69,0.92,-0.93,-0.54,-0.51,0.54,-0.96,0.85,-0.11
suspension,0.90,0.98,0.68,0.95,-0.79,-0.97,-0.96,0.57,-0.81,0.98,0.83,0.87,0.93,0.61,-0.86,0.35
sustainment,0.95,0.98,0.63,0.95,-0.86,-0.96,-0.86,0.83,-0.77,0.98,0.85,0.92,0.95,0.90,-0.85,0.39
sustenance,0.97,0.98,0.59,0.95,-0.79,-0.97,-0.96,-0.70,-0.85,0.98,0.89,0.90,0.97,0.96,-0.90,0.28
swallow,-0.65,0.69,-0.67,0.98,0.95,-0.97,-0.59,-0.69,-0.90,0.83,0.91,0.93,0.80,-0.88,-0.92,0.00
swamp,0.51,-0.83,0.92,0.89,-0.62,-0.97,-0.95,-0.75,-0.86,0.82,0.81,0.96,0.94,0.85,-0.89,0.12
swan,0.70,0.61,0.94,0.96,0.72,0.95,0.88,0.88,0.79,0.91,0.83,0.95,0.94,-0.53,0.54,0.73
swanling,0.83,0.97,0.87,0.85,-0.69,0.51,-0.55,0.86,-0.52,0.84,0.74,0.91,0.88,-0.54,-0.76,0.39
swath,-0.59,-0.58,-0.73,0.93,-0.95,-0.97,-0.93,0.67,-0.90,0.68,0.61,0.92,0.97,0.90,-0.76,0.02
sweat,0.72,0.80,0.57,0.93,0.56,-0.97,-0.97,-0.81,-0.73,0.96,0.83,0.93,0.61,0.97,-0.94,0.28
sweater,0.80,-0.73,0.91,0.97,0.88,-0.94,-0.96,-0.69,-0.94,0.98,0.92,0.90,0.88,0.96,-0.87,0.24
sweatshirt,0.60,-0.76,0.95,0.96,0.80,-0.96,-0.96,-0.82,-0.96,0.97,0.92,0.93,0.79,0.91,-0.91,0.20
sweatshop,-0.60,0.94,0.91,0.91,-0.89,-0.95,-0.93,0.90,-0.90,0.90,0.92,0.93,0.80,0.52,-0.71,0.26
sweatsuit,0.54,-0.59,0.90,0.96,-0.85,-0.96,-0.96,-0.79,-0.95,0.97,0.92,0.83,0.72,-0.56,-0.85,0.02
sweets,0.91,0.97,-0.88,-0.78,-0.96,-0.97,-0.96,-0.85,0.56,-0.95,0.66,-0.55,-0.59,-0.95,0.93,-0.25
swell,0.69,0.98,0.77,0.95,-0.62,-0.96,-0.94,0.90,-0.67,0.97,0.91,0.93,0.97,0.88,-0.82,0.41
swim,0.92,0.98,0.81,0.97,-0.92,-0.97,-0.96,0.62,-0.89,0.98,0.91,0.86,0.92,-0.55,-0.93,0.26
swimming,0.96,0.98,-0.93,-0.66,-0.92,-0.97,-0.96,-0.50,-0.88,0.98,0.73,0.62,0.87,0.95,-0.93,0.02
swimsuit,0.50,-0.78,0.83,0.96,-0.74,-0.95,-0.92,-0.69,-0.96,0.96,0.94,0.83,0.75,0.52,-0.89,0.09
swine,0.73,-0.54,0.85,0.95,-0.66,0.86,0.58,0.90,0.96,0.82,0.81,0.91,0.94,0.77,0.76,0.67
swing,0.92,0.98,0.82,0.97,-0.70,-0.96,-0.96,0.71,-0.92,0.98,0.90,0.93,0.93,0.68,-0.90,0.38
switch,0.80,0.98,0.73,0.96,-0.59,-0.97,-0.96,-0.70,-0.93,0.98,0.84,0.89,0.96,0.78,-0.84,0.27
switchboard,0.70,-0.86,0.87,0.92,-0.79,-0.92,-0.95,0.92,-0.94,0.97,0.83,0.94,0.88,0.51,-0.91,0.22
switching,0.93,0.98,-0.86,0.50,-0.75,-0.97,-0.92,-0.64,-0.83,0.98,0.71,0.88,0.94,0.69,-0.81,0.12
swivel,0.88,0.90,-0.57,0.95,-0.85,-0.95,-0.92,0.82,-0.89,0.97,0.67,0.80,0.91,-0.75,-0.93,0.14
sword,0.70,-0.70,0.92,0.96,0.86,-0.95,-0.96,-0.64,-0.93,0.98,0.92,0.93,0.79,0.81,-0.86,0.23
swordfight,0.96,0.98,0.91,0.96,0.51,-0.96,-0.96,0.66,-0.87,0.97,0.89,0.88,0.70,0.71,-0.89,0.42
swordfish,0.92,0.68,0.72,0.96,0.84,-0.78,-0.87,-0.55,0.92,0.71,0.81,0.88,0.91,0.87,0.93,0.59
sycamore,0.83,0.56,0.81,0.96,0.78,0.62,-0.68,0.80,-0.61,0.90,0.77,0.91,0.95,0.79,-0.55,0.54
symbol,0.52,0.85,0.74,0.94,0.88,-0.94,-0.95,0.56,-0.92,0.98,0.91,0.91,0.96,0.81,-0.86,0.41
symmetry,0.77,0.98,0.78,0.93,0.63,-0.96,-0.95,0.74,-0.81,0.98,0.80,0.97,0.97,0.94,-0.85,0.45
sympathy,0.84,0.97,-0.68,0.85,0.55,-0.97,-0.96,0.66,-0.89,0.97,0.83,0.95,0.70,0.97,-0.89,0.31
symptom,0.55,0.98,0.84,0.96,0.82,-0.96,-0.96,-0.53,-0.88,0.97,0.93,0.92,0.97,0.89,-0.84,0.36
syndicate,0.51,0.69,0.72,0.91,-0.82,0.79,0.95,0.97,0.96,0.93,0.66,0.93,0.91,-0.92,-0.69,0.52
syndrome,0.72,0.98,0.92,0.95,0.80,-0.94,-0.88,0.91,-0.63,0.97,0.91,0.96,0.95,0.78,-0.73,0.50
synergy,0.93,0.98,0.73,0.83,0.78,-0.96,-0.96,0.70,-0.79,0.98,0.80,0.96,0.97,0.92,-0.85,0.46
synod,0.91,0.95,0.94,0.96,0.66,-0.62,0.74,0.96,0.86,0.98,0.92,0.95,0.96,0.58,-0.55,0.71
synonym,0.82,0.97,0.76,0.96,0.89,-0.91,-0.82,0.91,-0.79,0.97,0.92,0.95,0.97,0.78,-0.57,0.51
synthesis,0.96,0.98,0.94,0.96,-0.74,-0.95,-0.96,0.82,-0.94,0.98,0.93,0.91,0.97,0.56,-0.73,0.40
syrup,0.95,0.82,0.83,0.94,0.95,-0.96,-0.96,-0.63,-0.83,0.98,0.88,0.96,0.93,0.98,-0.88,0.38
system,0.74,0.88,0.68,0.91,0.71,-0.93,-0.96,0.93,-0.88,0.98,0.81,0.92,0.96,0.51,-0.81,0.42
t-shirt,0.66,0.55,0.88,0.97,-0.51,-0.95,-0.95,-0.61,-0.93,0.97,0.89,0.93,0.64,0.70,-0.92,0.22
tab,-0.62,-0.73,-0.72,0.95,-0.89,-0.97,-0.95,0.61,-0.94,0.98,0.84,0.90,0.96,0.78,-0.77,0.03
tabby,0.63,-0.67,-0.56,0.90,0.91,0.96,0.94,0.90,-0.57,0.76,0.69,0.94,0.83,-0.78,0.84,0.41
tabernacle,0.68,-0.63,0.91,0.94,0.59,-0.94,-0.92,0.91,-0.93,0.96,0.90,0.92,0.91,-0.56,-0.73,0.25
table,-0.63,-0.79,0.64,0.94,-0.95,-0.96,-0.94,0.87,-0.72,0.98,0.92,0.88,0.91,-0.52,-0.92,0.05
tablecloth,0.90,-0.76,0.91,0.96,0.90,-0.97,-0.95,-0.72,-0.94,0.97,0.93,0.86,0.68,0.92,-0.85,0.23
tablet,0.82,-0.84,0.93,0.97,0.88,-0.64,-0.92,-0.77,-0.95,0.98,0.95,0.77,0.94,0.91,-0.81,0.25
tabletop,0.69,0.51,0.77,0.94,0.58,-0.95,-0.95,-0.62,-0.91,0.98,0.93,0.95,0.74,0.58,-0.89,0.27
tachometer,0.91,-0.55,0.95,0.96,0.70,-0.90,-0.95,-0.50,-0.94,0.97,0.90,0.93,0.95,0.53,-0.67,0.26
tackle,0.94,0.98,0.68,0.97,-0.87,-0.76,0.88,-0.55,-0.90,0.98,0.88,0.73,0.94,0.73,-0.89,0.36
taco,0.90,0.95,0.92,0.97,0.68,-0.88,-0.92,-0.69,-0.93,0.98,0.95,0.90,0.91,0.94,-0.85,0.37
tactics,0.94,0.98,-0.85,-0.68,-0.96,-0.97,-0.97,-0.84,-0.55,-0.95,0.76,0.56,-0.68,-0.95,0.91,-0.23
tactile,-0.87,-0.57,-0.91,-0.50,-0.84,-0.95,-0.93,-0.64,-0.92,-0.60,-0.62,0.78,0.52,-0.79,-0.83,-0.55
tadpole,0.86,0.66,0.94,0.96,0.94,0.95,0.75,0.79,-0.58,0.96,0.87,0.95,0.89,0.79,0.59,0.75
tag,0.72,0.92,0.65,0.96,0.64,-0.90,-0.96,0.89,-0.94,0.98,0.89,0.93,0.94,0.70,-0.86,0.43
tail,-0.52,-0.72,0.73,0.87,-0.55,-0.90,-0.82,0.75,-0.71,0.94,0.74,0.96,0.88,0.83,-0.81,0.17
tailbud,0.75,0.66,0.58,0.94,-0.54,-0.82,-0.69,0.88,-0.73,0.91,0.82,0.95,0.86,-0.61,-0.70,0.28
tailor,0.65,-0.86,0.89,0.96,0.82,0.96,0.93,0.81,-0.88,0.94,0.79,0.95,0.68,-0.60,-0.81,0.38
tailspin,0.53,0.92,0.59,0.91,-0.88,-0.96,-0.87,0.89,-0.89,0.87,0.86,0.93,0.89,-0.80,-0.77,0.22
take-out,0.89,0.98,0.52,0.94,-0.86,-0.97,-0.96,0.67,-0.88,0.96,0.84,0.86,0.76,0.90,-0.81,0.34
takeover,0.94,0.98,0.89,0.95,-0.81,-0.97,-0.96,0.70,-0.90,0.97,0.84,0.90,0.90,-0.95,-0.88,0.25
tale,0.87,0.95,0.82,0.96,0.65,-0.96,-0.96,0.50,-0.95,0.97,0.89,0.90,0.82,0.91,-0.86,0.42
talent,0.52,0.93,0.67,0.91,0.64,0.80,0.90,0.69,0.95,0.97,0.76,0.96,0.97,0.98,-0.86,0.71
talk,0.93,0.98,-0.67,0.95,-0.88,-0.97,-0.97,0.83,-0.92,0.98,0.65,0.90,0.50,0.81,-0.87,0.23
talking,0.93,0.97,-0.94,-0.81,-0.92,-0.97,-0.97,-0.71,-0.90,0.86,0.56,-0.64,0.72,0.84,-0.88,-0.14
tam-o'-shanter,0.89,0.95,0.87,0.96,0.63,0.92,0.59,0.95,0.89,0.95,0.88,0.91,0.70,0.60,0.51,0.82
tamale,0.85,0.95,0.58,0.96,0.69,-0.89,-0.83,-0.59,-0.92,0.97,0.84,0.86,0.88,0.60,-0.84,0.32
tambour,0.94,0.90,0.92,0.97,-0.72,-0.78,-0.71,0.93,-0.81,0.96,0.92,0.94,0.85,0.63,-0.65,0.43
tambourine,0.95,0.71,0.92,0.97,-0.73,-0.68,-0.72,0.95,-0.64,0.96,0.87,0.93,0.88,0.63,-0.58,0.44
tan,0.72,0.92,0.86,0.94,-0.95,-0.97,-0.96,-0.80,-0.95,0.97,0.77,0.93,0.79,0.88,-0.90,0.23
tandem,0.83,0.97,0.85,0.94,-0.93,-0.65,0.93,0.95,0.94,0.93,0.90,0.92,0.92,-0.81,-0.84,0.51
tangerine,0.81,0.83,0.55,0.95,0.56,-0.92,-0.93,0.66,-0.89,0.94,0.71,0.92,0.90,0.95,-0.72,0.41
tank,0.70,-0.85,0.91,0.96,-0.54,-0.80,-0.90,0.81,-0.93,0.98,0.93,0.88,0.87,0.59,-0.84,0.25
tank-top,0.52,-0.55,0.70,0.93,-0.89,-0.95,-0.92,-0.51,-0.90,0.94,0.83,0.95,0.81,-0.57,-0.89,0.03
tanker,0.76,0.54,0.91,0.95,0.63,0.72,0.75,0.81,-0.86,0.98,0.93,0.88,0.79,0.65,-0.70,0.58
tankful,-0.84,-0.53,-0.68,0.94,-0.94,-0.96,-0.96,0.70,-0.88,-0.86,-0.58,0.86,0.88,-0.77,-0.64,-0.31
tap,0.76,0.97,0.87,0.97,-0.54,-0.97,-0.96,-0.76,-0.91,0.98,0.91,0.94,0.95,-0.68,-0.87,0.18
tape,0.86,0.89,0.80,0.96,0.89,-0.95,-0.97,0.56,-0.88,0.98,0.78,0.91,0.91,0.98,-0.89,0.44
tapioca,0.95,0.92,0.96,0.97,-0.63,-0.73,-0.87,0.86,0.67,0.97,0.77,0.97,0.95,0.84,-0.71,0.54
target,-0.86,-0.70,0.80,0.92,0.91,0.96,0.91,0.86,-0.93,0.94,0.59,0.92,0.95,0.62,-0.90,0.36
taro,0.90,0.61,0.94,0.97,-0.62,-0.89,-0.95,-0.62,-0.85,0.96,0.82,0.94,0.91,0.94,0.58,0.39
tarragon,0.83,0.63,0.91,0.96,-0.66,-0.94,-0.91,0.79,-0.87,0.91,0.75,0.93,0.88,0.85,-0.65,0.37
tart,0.84,0.96,0.77,0.97,-0.76,-0.60,-0.64,-0.58,-0.86,0.97,0.89,0.90,0.95,0.76,-0.87,0.31
task,0.88,0.97,0.79,0.96,-0.87,-0.97,-0.96,0.75,-0.96,0.98,0.73,0.90,0.97,0.96,-0.86,0.37
tassel,0.94,0.74,0.91,0.97,-0.66,-0.95,-0.93,-0.55,-0.91,0.95,0.80,0.93,0.94,0.86,-0.59,0.31
taste,0.84,0.98,0.74,0.97,0.66,-0.97,-0.97,-0.64,-0.86,0.98,0.89,0.96,0.96,0.95,-0.89,0.36
tatami,0.94,0.97,0.87,0.97,-0.55,-0.76,-0.66,0.88,0.92,0.95,0.75,0.95,0.95,0.58,0.85,0.66
tattler,-0.55,0.56,0.92,0.96,0.91,0.96,0.93,0.80,-0.72,0.85,0.53,0.94,0.60,-0.83,-0.86,0.36
tattoo,0.80,0.97,0.89,0.96,0.59,-0.96,-0.94,-0.78,-0.89,0.97,0.94,0.90,0.90,0.90,-0.85,0.35
